action_p,action_q,P_pots,P_max,Q_max,P_plus,Q_plus,stat,feas,compl,sum
-0.6907701,0.13761282,-0.2320888,-0.41643846,-0.6078545,0.19582582,-0.4647947,0.008379882,0.0,0.0003430674,0.00872295
-0.45012283,-0.6835731,0.25874698,0.023944736,-0.072132826,0.9971949,0.8884481,0.15147723,0.0,0.00018868921,0.15166593
0.2786789,0.5733099,-0.7312728,-0.5935932,0.10523701,-0.30110413,-0.7365351,1.2674704,0.0,0.00085104397,1.2683214
0.063958645,-0.7922582,-0.42968148,-0.98637366,0.48653114,-0.8675788,0.511503,0.88821995,0.0,6.127372e-05,0.8882812
-0.14141315,0.9645344,0.58187985,0.42710078,-0.4532898,0.42292237,-0.86348,1.3413222,0.0,0.00022359037,1.3415458
-0.90574133,-0.48119402,-0.9282383,-0.007521808,-0.9917274,0.62959564,0.28321242,0.5475065,0.0,0.000736669,0.54824317
0.82694376,0.27766907,0.0806967,0.5633614,0.95859313,-0.075930595,-0.091739774,1.256958,0.0,0.0015071385,1.2584652
0.75768876,-0.4003657,-0.12887949,-0.6392947,-0.24717969,0.4958024,-0.97762024,2.2154627,0.0,0.00021859941,2.2156813
-0.9594095,0.3526082,0.85143566,0.19720972,0.21778357,-0.79958975,0.6473625,0.6535202,0.0,0.00024375373,0.653764
-0.21275067,-0.8418078,-0.62745106,-0.37022197,0.74285483,-0.0072080493,-0.18829477,0.402927,0.0,0.0004084841,0.40333548
0.008223295,0.9208126,0.35023773,0.80887365,-0.7135658,0.701254,0.43665767,1.6185766,0.0,0.00052998704,1.6191067
0.3323065,-0.70189667,0.5600896,0.6421678,-0.8157004,0.12710476,-0.31916237,1.0166203,0.0,0.00016383667,1.0167841
-0.38083202,0.56087744,-0.4625783,-0.2097413,0.84506595,-0.5735616,0.055790305,0.23522732,0.0,0.0010894022,0.23631673
-0.635059,-0.009057462,0.059518456,0.34782517,0.31929255,-0.37398362,-0.60848767,0.022916362,0.0,0.00051808544,0.023434447
0.58982885,0.24382412,-0.96174747,-0.78466153,-0.3485515,0.9292053,0.76649487,2.2539759,0.0,0.00039450702,2.2543705
0.7305368,-0.95439434,0.15111423,-0.09898007,0.021672606,0.50062346,-0.41446245,2.0876398,0.0,0.00022098226,2.0878608
-0.5601851,0.7828659,-0.8736403,0.53323793,-0.05096191,-0.19711101,0.21055484,0.42653206,0.0,0.0026673921,0.42919946
-0.29890853,-0.27218395,0.65212953,-0.89149183,-0.5190546,-0.9965262,-0.6266395,0.17017263,0.0,2.1183087e-05,0.17019382
0.47231257,0.47496116,-0.37488514,0.46063673,0.54845047,0.3017782,0.9984081,1.0388657,0.0,0.0020149953,1.0408807
0.18703628,-0.13089097,-0.5359394,0.11955345,0.9144708,0.86837554,-0.7575069,0.89707977,0.0,0.0010133946,0.89809316
-0.107630014,0.11610079,0.43839812,-0.55980754,-0.88521206,-0.4221322,0.6175405,0.23200965,0.0,0.00012406563,0.23213372
-0.84522516,-0.564407,-0.036831737,0.8904574,-0.41977453,-0.63075733,-0.045329988,0.410381,0.0,0.00025916126,0.41064015
0.9220669,0.672946,0.9390298,-0.44582403,0.39040875,0.074772954,0.32968748,1.5948064,0.0,8.229343e-05,1.5948887
0.8778354,-0.19151056,0.31068122,-0.7741293,-0.7617209,0.26275337,-0.24652225,2.3255782,0.0,8.2079605e-05,2.3256602
-0.83138937,0.051697016,-0.7129098,0.34365582,0.7950387,-0.94187623,0.37843025,0.08036918,0.0,0.0012838356,0.081653014
-0.09071171,-0.5037879,0.8118639,-0.23149651,0.25947106,-0.23619497,-0.9586994,0.07371642,0.0,0.00016152396,0.07387794
0.13801372,0.7373493,-0.21435356,0.6663798,-0.2926513,0.55533266,0.66628325,0.7863691,0.0,0.0017526776,0.78812176
0.45453215,-0.8939202,-0.87531984,0.7573334,-0.17417437,0.113873124,-0.5817543,2.4391599,0.0,0.0012303556,2.44039
-0.25073284,0.84736836,0.09810603,-0.31329536,0.1408875,-0.68548274,0.79322815,0.36851907,0.0,0.0007164604,0.36923552
-0.5150914,-0.3326586,-0.3761354,0.23655081,0.6795982,-0.38309103,-0.3695773,0.03323178,0.0,0.00095385435,0.034185633
0.7175479,0.4104582,0.5986924,-0.6771556,-0.64644843,0.81370926,0.0053753853,1.8225484,0.0,6.302145e-05,1.8226115
0.60269594,-0.6373861,-0.2884766,-0.48759872,0.97575927,0.7403561,-0.684623,1.889314,0.0,0.0002234862,1.8895376
-0.6802745,0.6213597,0.69067514,0.9258996,-0.9425788,-0.061935008,0.94042456,1.5493716,0.0,0.00018039807,1.549552
-0.42888588,-0.07356757,-0.7872165,-0.5067946,-0.4713105,-0.7605506,-0.39529735,0.22167541,0.0,0.00045472896,0.22213013
0.35020876,0.18334222,0.1896751,0.06411433,0.43799293,0.4411385,0.22972,0.60094994,0.0,0.00077908696,0.60172904
0.05736816,-0.46476138,0.8995,0.48093462,0.087368965,0.8901824,-0.01835239,0.00016906181,0.0,0.00015590846,0.0003249703
-0.22954667,0.29199672,-0.12225622,-0.91714567,-0.120518506,-0.31933594,0.35666513,0.30390394,0.0,0.00022591173,0.30412984
-0.97336763,-0.77741164,0.39885306,0.5251545,-0.5905968,-0.61264735,-0.80767787,1.3383172,0.0004588254,7.6714125e-05,1.3388528
0.801798,0.98142457,-0.62137914,-0.09234619,0.62388384,0.18181539,0.56736946,2.5797722,0.0,0.0017113226,2.5814836
0.8712132,-0.85286975,0.6690067,0.14142823,-0.33434552,-0.26208037,0.4844694,1.7634181,0.0,0.0002048615,1.763623
-0.9196155,0.90013874,-0.3214957,-0.71045125,0.36352777,0.942546,-0.1405474,0.26805222,0.0,0.0003846479,0.26843688
-0.15830833,-0.42058206,0.16837454,0.8490397,0.83195865,0.2349124,0.71276045,0.18256249,0.0,0.00081610255,0.18337859
0.11295867,0.34206522,-0.82060385,-0.28341943,-0.8612785,-0.55661356,-0.9122876,1.0933022,0.0,0.0010038655,1.0943061
0.29642093,-0.060616195,-0.018924594,-0.14052439,-0.7265816,-0.11503148,0.8436278,0.68807364,0.0,0.0005029666,0.6885766
-0.49826062,0.2021234,0.99148095,0.69601333,0.6973684,0.68432176,-0.53142,0.48500076,0.0,0.00021844564,0.4852192
-0.7358864,-0.7440549,-0.5176793,-0.86949766,0.23214209,0.38388443,0.115337014,0.16158685,0.0,0.00011259995,0.16169944
0.53148186,0.5087998,0.49046612,0.30962944,-0.20279181,-0.8129157,-0.25967997,0.5444747,0.0,0.00050140294,0.5449761
0.6482583,-0.2830928,-0.6761066,0.6202806,0.4350102,-0.7415089,0.9232383,1.80713,0.0,0.002250434,1.8093804
-0.5687331,0.45413327,0.32856548,-0.059054554,-0.4056906,0.060768485,-0.7017449,0.10915032,0.0,0.00026336327,0.10941368
-0.32210457,-0.97470367,-0.17693788,0.3892324,-0.9304239,0.761338,0.1490488,2.3579552,0.0,0.00029215426,2.3582473
0.39882362,0.7724149,0.82913613,-0.9470252,0.9012413,-0.44033897,-0.47590315,1.11836,0.0,2.2419043e-05,1.1183825
0.1916759,-0.61587363,0.009909272,-0.59777033,0.5030861,-0.8895035,0.2799164,0.73810196,0.0,0.0001782052,0.7382802
-0.02144748,0.6311523,-0.98243564,0.034484863,-0.5324366,0.3199998,-0.09503573,1.1267619,0.0,0.00310609,1.129868
-0.77564406,-0.17320323,0.5111077,-0.39223433,-0.0064519644,0.61135936,0.55410564,0.063039064,0.0,0.0001808017,0.06321987
0.9491675,0.0641762,-0.4838636,0.9599296,0.035664916,-0.18309087,-0.8208774,2.2401276,0.0,0.002392539,2.24252
0.967757,-0.3125059,0.5653293,-0.03203708,0.8068074,-0.8561839,-0.6129464,1.5332392,0.0,0.00023010242,1.5334693
-0.76493573,0.42277086,-0.4128554,0.6011822,-0.7736424,0.41192412,0.7620671,0.2552227,0.0,0.0012587578,0.25648147
-0.00097441673,-0.8827903,0.066039205,-0.9584596,-0.31211042,0.64102685,-0.33830702,1.4472973,0.0,3.310567e-05,1.4473305
0.20440507,0.8662776,-0.9137954,0.39271724,0.27883887,-0.08702606,0.036736727,1.3750205,0.0,0.003616501,1.378637
0.38810742,-0.5227243,-0.24666339,0.062474847,0.12934077,-0.52068865,-0.21526724,0.9549051,0.0,0.001056151,0.9559612
-0.34068662,0.7262509,0.774122,-0.61784166,-0.1625362,0.21519256,0.40977633,0.37495694,0.0,0.0001337193,0.37509066
-0.5814544,-0.2038523,-0.7479826,0.947515,-0.6267231,0.97850525,-0.9899067,0.097400725,0.0,0.00089351344,0.098294236
0.62777793,0.031577826,0.27518117,-0.38776886,0.6600256,-0.28177357,0.6351069,1.3058124,0.0,0.0003210286,1.3061334
0.5519637,-0.7584999,-0.58948094,-0.6984484,-0.9541255,-0.14811575,-0.04964316,3.157525,0.0,0.0002237281,3.1577487
-0.7231637,0.99255157,0.43703794,0.13710034,0.9873973,0.59264994,0.32534337,0.24498977,0.0,0.00055152527,0.24554129
-0.47967988,-0.45245206,-0.088724494,-0.31108922,0.45771837,0.3549558,-0.77643096,0.045764092,0.0,0.00030944767,0.04607354
0.3071357,0.31215215,0.9365107,0.869004,-0.4908831,-0.9082548,0.5985253,0.1062318,0.0,0.00025379512,0.1064856
0.10022855,-0.09369165,0.22442627,0.70703554,-0.10874969,-0.482665,-0.65339136,0.11674795,0.0,0.000481572,0.11722952
-0.17878222,0.17100489,-0.75191593,-0.14387214,0.07544744,0.7883749,0.9715651,0.41481924,0.0,0.0013210061,0.41614026
-0.93032295,-0.6484797,0.72330654,0.28293264,0.6044247,0.018484473,-0.42660338,0.5403548,0.0,0.00029427296,0.54064906
0.85262465,0.60241807,-0.2505352,-0.8505059,-0.57122904,-0.714453,0.19838297,3.0082803,0.0,0.00026421936,3.0085444
0.7812642,-0.731737,0.45492005,0.9147093,0.34419835,0.8573401,0.87475836,0.514243,0.0,0.00019550502,0.5144385
-0.98603547,0.5289581,-0.55267596,-0.484358,-0.31486338,-0.410761,-0.5001974,0.15306008,0.0,0.00037076752,0.15343085
-0.24807543,-0.041716874,0.9537846,0.090887666,-0.8493952,-0.64181757,0.08400619,0.013821565,0.0,0.00011517106,0.013936736
0.046598554,0.21324372,-0.051310956,-0.52564883,0.8201668,0.08622992,-0.29098076,0.58922607,0.0,0.00045500204,0.5896811
0.36286974,-0.43167472,-0.85903335,-0.9293161,0.7169794,0.52001405,0.45315385,1.720644,0.0,0.00013894304,1.720783
-0.4083438,0.32313406,0.13623166,0.48515594,-0.7462839,-0.21586066,-0.17183292,0.1022498,0.0,0.00037354973,0.10262335
-0.66949797,-0.87299854,-0.35826123,-0.06460035,-0.21446824,-0.9772215,0.74390626,0.7020899,0.0,0.00027154165,0.70236146
0.6212163,0.887787,0.63572013,0.5053272,0.2436657,0.28305328,-0.88104975,0.720438,0.0,0.0002806006,0.7207186
0.69902754,-0.16208577,-0.44587618,0.3157419,-0.38607973,0.14743948,0.3112687,1.7355938,0.0,0.0015212018,1.737115
-0.5258679,0.08307874,0.543663,-0.7539208,0.41530788,-0.59331644,-0.06377548,0.050030403,0.0,9.873384e-05,0.050129138
-0.27127504,-0.59571236,-0.9471806,0.6786268,0.889565,-0.35366994,0.5229193,0.44370526,0.0,0.0016611675,0.44536644
0.44187117,0.6434678,0.04473698,-0.23606855,-0.91890025,0.9095324,-0.85209376,1.8244956,0.0,0.0004037242,1.8248993
0.1487819,-0.9870502,0.8661008,-0.3402363,-0.55176604,0.483819,0.8920672,1.8019677,0.0,3.260505e-05,1.8020004
-0.0721845,0.7522814,-0.1433301,0.77656937,0.52256835,-0.7872096,-0.73294604,0.12155785,0.0,0.0011996722,0.12275752
-0.81872,-0.30202836,0.3667959,-0.6658892,0.047548056,-0.01927352,0.18041635,0.022990128,0.0,0.00012939602,0.023119524
0.8983706,0.44304538,-0.64428484,0.23295891,-0.01824379,0.7136551,-0.44462764,2.6422744,0.0,0.002589075,2.6448634
0.91135955,-0.92254007,-0.10551965,0.5612775,0.64200497,0.9016956,0.10414791,1.8249485,0.0,0.00041156885,1.8253601
-0.86381364,0.8127632,0.8829781,-0.11907053,-0.67526126,-0.33020824,-0.2708391,1.4049188,0.00013447054,0.00015376526,1.405207
-0.120360196,-0.36653894,-0.6068999,0.44827175,-0.14537013,-0.6010903,0.8157983,0.386179,0.0,0.0012850706,0.38746408
0.16656232,0.3825631,0.3840983,-0.8870455,0.17848933,0.17083812,-0.5591575,0.78952944,0.0,0.00010206391,0.7896315
0.49089372,-0.22648191,0.7055577,-0.5327481,0.29609656,0.7214433,0.6927587,0.98594236,0.0,6.553354e-05,0.98600787
-0.28819335,0.022466779,-0.30308348,0.1004436,-0.26287037,-0.042686462,-0.9321973,0.14118916,0.0,0.0006961998,0.14188536
-0.53970367,-0.5313167,0.20608449,-0.45721644,-0.7915104,-0.77935857,0.48110807,0.3906802,0.0,9.5998585e-05,0.3907762
0.7432591,0.7040793,-0.8038404,0.8939308,0.7584218,0.46034312,-0.14387876,2.3307962,0.0,0.0035736319,2.33437
0.5771071,-0.49229383,0.11453259,0.20828152,-0.619401,0.09402001,0.54281664,1.1502696,0.0,0.00055604585,1.1508256
-0.6555399,0.25873077,-0.89202195,-0.64266145,0.586282,-0.66523284,-0.83219635,0.19381788,0.0,0.00036978797,0.19418767
-0.3915478,-0.8123789,0.6134739,0.78222644,0.12496221,-0.40291178,0.2520647,0.34001136,2.3701783e-05,0.00033330778,0.34036836
0.31372488,0.95219076,-0.39070225,-0.35124922,-0.09170568,0.83386564,-0.12297952,1.7897551,0.0,0.0014228985,1.791178
0.028696299,-0.6712624,-0.69845927,-0.1976965,-0.441521,0.27521837,0.12902486,1.1503123,0.0,0.0006688586,1.1509812
-0.20002156,0.59346104,0.2960161,0.63782847,0.47460985,-0.95376134,-0.49601918,0.00025759338,1.0591164e-06,0.0006836305,0.000942283
-0.94082,-0.10219109,-0.19751972,-0.81228936,0.93913376,-0.22363657,0.91977704,0.026317121,0.0,0.000137831,0.026454952
0.7683971,0.14874125,0.7953057,0.36777806,-0.9723597,0.54341507,-0.7052362,0.5647285,0.0,0.00010854135,0.56483704
0.8396126,-0.029188693,-0.99926174,-0.4285593,0.1984539,-0.9004207,-0.35039204,3.0030584,0.0,0.0012120156,3.0042706
-0.88520664,0.23147953,0.026459813,0.9858793,-0.22769755,0.33149683,0.024651647,0.36274126,0.0,0.0005470025,0.36328825
-0.13064444,-0.7129822,-0.49830645,-0.5657977,-0.70168245,0.600425,-0.5771797,1.308857,0.0,0.00021706028,1.309074
0.08248651,0.5419439,0.5257652,0.0040984154,0.73106325,-0.17151558,0.7978338,0.15128626,0.0,0.0005660322,0.1518523
0.2581358,-0.8229032,0.31377637,0.41595244,0.8646767,-0.72224426,-0.94632757,0.25431526,0.010144528,0.00034016767,0.26479995
-0.46278477,0.93193245,-0.66153204,-0.9831444,-0.83540297,0.041900516,0.67868614,2.0404387,0.0,0.00033204825,2.0407708
-0.70928955,-0.3880483,0.81270194,0.5901767,-0.3602277,0.7805245,-0.21953976,0.59278727,0.0,0.00013681268,0.59292406
0.50769424,0.37277174,-0.16022801,-0.026387513,0.3308164,-0.4591897,0.40550375,1.1202421,0.0,0.0012988715,1.121541
0.67192554,-0.58333623,0.9750792,-0.84094244,-0.03135103,-0.094815075,-0.78876,1.6236733,0.0,1.8204035e-05,1.6236916
-0.5954504,0.66185474,-0.0023081899,0.27582598,0.0019700527,0.664441,0.5861963,0.16251677,0.0,0.0013341252,0.1638509
-0.35745996,-0.14324081,0.47559118,-0.16464329,0.5367743,0.40407228,-0.014120758,0.07907131,0.0,0.0003411836,0.0794125
0.43722916,0.09597349,-0.5030799,0.7341696,-0.50753087,-0.8327068,0.3608657,1.044665,0.0,0.0016749904,1.04634
0.22226942,-0.2520241,-0.33598244,0.8145417,-0.90454173,-0.27393794,-0.38326848,0.666883,0.0,0.0007087896,0.6675918
-0.048989892,0.48728096,0.6837691,-0.25514668,0.9339528,0.9550444,0.24171782,0.103154995,0.0,0.00017251213,0.103327505
-0.8101744,-0.9432726,-0.837348,0.17937875,0.40229213,0.22296524,-0.65790784,0.29341543,0.0,0.0006425057,0.29405794
0.9806467,0.801767,0.1849041,-0.7353405,-0.43156612,-0.5440865,0.96704865,3.378284,0.0,0.00018627092,3.3784702
0.9724201,-0.06413758,-0.345797,0.01939702,0.27115142,0.5471462,-0.03034234,2.5653992,0.0,0.0010819043,2.566481
-0.79926646,0.17311883,0.6310984,-0.5825759,-0.30440795,-0.24335891,0.34460986,0.041509032,0.0,0.00013886124,0.041647892
-0.06032878,-0.63119096,-0.8470571,0.9749943,-0.76572776,-0.949788,-0.8035548,1.3180089,0.0,0.00057925377,1.3185881
0.23091948,0.615958,0.13209844,-0.4074362,0.7988467,0.25574207,0.5714282,0.67106813,0.0,0.0004031897,0.6714713
0.42220187,-0.7723763,0.96524227,-0.012618542,0.6679188,0.8220941,-0.67268836,0.3134847,0.0,6.598118e-05,0.31355068
-0.34560132,0.97461927,-0.05498612,0.5739516,-0.63469285,-0.3756373,0.9522948,1.7126932,0.0,0.0009598776,1.7136531
-0.60773253,-0.45417184,0.46588922,-0.99348396,-0.17016882,-0.6767622,-0.39947575,0.074742004,0.0,2.1788474e-05,0.07476379
0.6873839,0.28317726,-0.5558632,0.43555355,0.13707995,0.12154055,0.22547626,1.7788829,0.0,0.0027378695,1.7816207
0.50785947,-0.5088842,0.37047493,0.7423271,-0.4985553,0.44857705,-0.59222245,0.60607207,0.0,0.00030787027,0.6063799
-0.7126339,0.74409354,-0.65574634,-0.18697566,0.4654361,-0.75208956,0.78282535,0.031770438,0.0,0.0013855414,0.033155978
-0.45901704,-0.20203906,0.86929226,0.26329303,0.99532723,-0.05422175,-0.36686158,0.30929747,0.0,0.00040610757,0.3097036
0.2575395,0.06057751,-0.15430266,-0.8230542,-0.96207094,0.7489698,0.008155465,1.0442637,0.0,0.00015227585,1.044416
0.08946192,-0.34214962,-0.9425551,-0.72566086,-0.56335104,0.17457521,-0.235995,1.1164703,0.0,0.00034606262,1.1168164
-0.13492996,0.42062068,0.03226888,0.15650082,0.5964397,-0.6208186,0.38902187,0.15532301,0.0,0.0013159029,0.15663892
-0.88048995,-0.9000543,-0.44173956,-0.26823282,0.06779957,-0.32624036,-0.961356,0.51654315,0.0,0.00015217937,0.5166953
0.83221376,0.8528311,0.5316825,0.8339597,-0.10102576,0.8822248,0.663692,1.0180609,0.0,0.0004453571,1.0185063
0.77854156,-0.9813259,-0.73551834,-0.9020809,0.8280889,-0.54793906,0.26902246,2.8486001,0.0,8.0738675e-05,2.848681
-0.949749,0.77738917,0.27055943,0.4657328,-0.8573323,0.2425648,-0.105995,1.6173513,0.0,0.0002653065,1.6176167
-0.19066906,-0.29209542,-0.23468709,-0.107433975,-0.32252818,0.95094585,0.55737114,0.21694052,0.0,0.00070411473,0.21764463
0.018120766,0.4647838,0.7699888,0.5403489,0.35190916,-0.25458062,-0.81767625,0.0010118808,0.0,0.00033076908,0.0013426499
0.32683432,-0.18324357,0.077496886,0.8794409,0.23601091,-0.820812,0.93431723,0.26525283,0.0,0.0011763697,0.2664292
-0.40538543,0.07354522,-0.9174706,-0.4412775,-0.20673692,0.37691867,-0.69073033,0.26153028,0.0,0.00085998623,0.26239026
-0.64127123,-0.6214584,0.5762985,0.1105504,-0.7383976,0.67608976,0.14596832,0.6891473,0.0,0.00013082256,0.6892781
0.5635742,0.6374085,-0.41604263,-0.55312353,0.7089865,-0.12221092,-0.47904897,1.7549616,0.0,0.0006304979,1.7555921
0.7411665,-0.41048068,0.7269856,-0.35963184,-0.9109934,-0.4472894,0.8301048,1.3892934,0.0,0.000101224905,1.3893946
-0.53834784,0.33275723,-0.26199663,0.80377686,0.88161266,0.7533654,-0.54487765,0.009812413,0.0,0.00112747,0.010939883
-0.28998035,-0.84734595,0.22761774,-0.63084185,0.40762782,0.05354333,0.120857716,0.2521141,0.0,8.525277e-05,0.25219935
0.49340975,0.8938215,-0.7628885,0.19009948,-0.37838417,-0.74963415,-0.2540949,2.5690637,0.0,0.002755609,2.5718193
0.16151428,-0.7373717,-0.084098995,0.35884237,-0.025883317,-0.17536211,0.49780357,0.5972715,0.0,0.0007139746,0.5979855
-0.11408615,0.5038866,0.9240426,-0.7892093,0.055294633,0.6200186,-0.12714887,0.29953745,0.0,7.792855e-05,0.29961538
-0.870511,-0.051674604,-0.5853443,0.65117013,0.5304699,0.32739282,0.7070509,0.06281182,0.0,0.0017615305,0.064573355
0.91683865,0.19141185,0.4250574,-0.21642399,-0.55974364,-0.8810579,-0.9179318,1.6826415,0.0,0.00019204708,1.6828336
0.8984481,-0.6728616,0.82513595,-0.51335526,0.18644214,-0.6949862,0.50597966,1.7069734,0.0,6.461693e-05,1.707038
-0.82196885,0.56436837,-0.16487998,0.07323873,-0.1532774,0.014520645,-0.86906767,0.14620063,0.0,0.00046531387,0.14666595
-0.06838238,-0.11618519,0.32572186,-0.49226844,-0.68295634,0.80807626,0.2967323,0.26927757,0.0,0.00015521885,0.26943278
0.14815891,0.13092959,-0.665696,0.93679476,0.64968455,-0.48637515,-0.07828522,0.7085714,0.0,0.0032699686,0.71184134
0.44881225,-0.47487682,-0.48681855,0.5181663,0.7506747,-0.9357849,0.16586566,1.1096008,0.0,0.0022631248,1.1118639
-0.27553397,0.27214527,0.52212024,-0.08377141,-0.78387046,0.36649466,-0.4591517,0.097368635,0.0,0.00019395282,0.09756259
-0.52106357,-0.7829503,-0.98826176,0.47571576,-0.25489324,0.56535447,0.87511325,0.7087023,0.0,0.0008699555,0.70957226
0.6915333,0.95443296,0.02330339,-0.9066775,0.2881955,-0.13632321,-0.7499343,2.442168,0.0,0.0001480145,2.442316
0.61308503,-0.24386269,-0.83369875,-0.2249347,-0.08376813,-0.3093058,0.069710135,2.0869682,0.0,0.0012967488,2.088265
-0.6586778,0.009141922,0.1734128,0.6572547,0.11703968,0.99004626,-0.30524254,0.14127608,0.0,0.0006675723,0.14194365
-0.4197095,-0.5608388,-0.33282214,-0.7694607,0.5785717,0.18789876,0.85805905,0.15962283,0.0,0.0001366068,0.15975945
0.37155414,0.70181227,0.6727654,0.3327614,-0.61173666,-0.50889784,-0.5169234,0.8549578,0.00041888887,0.00024588016,0.8556226
0.031597972,-0.9208513,0.48024654,0.24353969,-0.9800915,-0.06756097,0.72719264,2.15717,0.0,0.00013634189,2.1573064
-0.236251,0.8418921,-0.5155181,-0.68573165,0.946789,0.6370647,-0.89779,0.3294408,0.0,0.00045098868,0.3298918
-0.9984129,-0.35256958,0.979247,0.76255155,0.48260224,0.43162763,0.4388435,1.5963113,0.0,0.00026313745,1.5965744
0.79681027,0.4002813,-0.01425755,-0.32376224,-0.4494068,-0.8598962,-0.186109,1.8985374,0.0,0.0005634974,1.8991009
0.8505664,-0.27764666,0.2185185,0.38065636,0.72334504,0.6943188,-0.76022,1.400793,0.0,0.0004586754,1.4012517
-0.9289937,0.4810953,-0.80849236,-0.94003624,-0.69400984,-0.015195966,0.614763,0.27634063,0.0,0.00031049585,0.27665114
-0.18065685,-0.9645568,0.7175032,0.6098137,-0.21975261,-0.8067996,-0.034858763,0.9433911,0.006423613,0.00017249536,0.9499872
0.10283995,0.79235697,-0.30724752,-0.053836465,0.19052446,0.48766196,0.34009337,0.70902437,0.0,0.001856109,0.71088046
0.3021754,-0.5732875,-0.595412,-0.40135938,0.33880186,0.93694925,-0.41180468,1.2488637,0.0,0.00044221195,1.249306
-0.47350132,0.6834744,0.38045335,0.96649146,-0.36810613,-0.3653397,0.21314728,0.61111027,0.0,0.00050292874,0.6116132
-0.72989553,-0.13763529,-0.094519675,-0.60866475,-0.8431264,-0.5661533,-0.637166,0.0294617,0.0,0.0001049652,0.029566666
0.5574695,0.121197104,0.87982166,0.039153457,0.8723241,0.13553512,0.98781717,0.41245726,0.0,0.00014768569,0.41260496
0.6378957,-0.83298826,-0.19387054,0.8576145,-0.5152338,0.31046796,-0.3232823,2.0537488,0.0,0.00053302874,2.054282
-0.59034914,0.9102231,0.78381443,-0.29040754,0.5444622,-0.9888891,0.051734686,0.16443765,0.012935438,0.00014596978,0.17751907
-0.33123887,-0.39356035,-0.695299,0.15189636,0.009930253,-0.18869585,-0.59649503,0.2548644,0.0,0.0010163385,0.25588074
0.37744415,0.3475728,0.28501236,-0.7156701,-0.039265215,0.508108,0.7785528,1.051549,0.0,0.00014356153,1.0516925
0.21741915,-0.0036557913,0.61812925,-0.86037326,-0.4235959,0.06689191,-0.9734411,0.7907585,0.0,3.7412843e-05,0.7907959
-0.014724195,0.23762894,-0.4031405,0.30306876,0.39439845,-0.6377384,0.6516069,0.39802113,0.0,0.0020636786,0.40008482
-0.7506404,-0.6916732,0.118700385,-0.12962931,0.9262141,-0.43034887,-0.20022821,0.04406547,0.0,0.00024233683,0.04430781
0.9541898,0.5514474,-0.9039713,0.69134355,-0.8969096,0.8611809,0.4247886,3.8018885,0.0,0.002799458,3.804688
0.94152117,-0.80185044,0.04708469,-0.30257416,-0.133551,0.16222465,0.13455153,2.6430852,0.0,0.00026314854,2.6433485
-0.7711749,0.94331026,-0.95709527,0.861832,0.16686857,-0.60880375,-0.49043483,0.5127792,0.0,0.0016274672,0.5144066
-0.025493145,-0.48719746,0.5481434,-0.6879205,0.63813686,-0.33866918,0.90626144,0.3778805,0.0,6.001671e-05,0.37794054
0.19889116,0.2519865,-0.45841497,0.1320653,-0.67131734,0.89425683,-0.71869504,0.8074147,0.0,0.0013525905,0.8087673
0.39798558,-0.09605694,-0.63893926,0.29187465,-0.8033287,0.46830046,0.5371126,1.2959461,0.0,0.0014997305,1.2974459
-0.31857866,0.14327848,0.35388243,-0.85712874,0.77004147,-0.7724538,-0.83784366,0.32307112,0.0,4.792862e-05,0.32311904
-0.571828,-0.66177136,-0.13987875,0.71811306,0.29996324,-0.03451556,0.2654029,0.03170199,0.0,0.00089234347,0.032594334
0.64867294,0.58329856,0.8545928,-0.14847976,-0.2668137,0.7286837,-0.109583616,0.9951468,0.0,0.00014243153,0.99528927
0.5466937,-0.37273407,-0.040480196,-0.96697336,0.097581506,0.8408772,0.69602394,1.8087425,0.0,4.460719e-05,1.8087871
-0.7484151,0.38796484,0.9505218,0.39988852,-0.06440127,-0.39500016,-0.9289897,0.54315895,0.0,0.0002580714,0.54341704
-0.48616308,-0.93197006,-0.53909993,-0.0425663,-0.5999689,-0.6580688,0.47021246,1.5241963,0.0,0.00029464014,1.524491
0.28163254,0.8229867,0.44940162,0.606218,0.5666511,0.10220623,-0.15483111,0.21414366,0.0,0.0008797202,0.21502338
0.12136793,-0.54190624,0.64747345,0.9385737,0.9665154,0.5357474,0.10106385,0.19068651,0.0,0.0003480822,0.19103459
-0.16988802,0.71289873,-0.36244762,-0.3811471,-0.9996652,-0.23235679,-0.2739799,1.48361,0.0,0.0006248313,1.4842348
-0.9084591,-0.23151726,0.14694667,0.05139661,-0.46095437,-0.96121544,0.8268751,0.19077806,0.0,0.00024161101,0.19101967
0.863235,0.02927208,-0.86169076,-0.613233,0.49424124,0.26683378,-0.5481384,3.0362124,0.0,0.00062495307,3.0368373
0.80751884,-0.14876455,0.909202,0.6852485,-0.70568717,-0.16339022,-0.38055205,0.3070894,0.0,0.00018390772,0.3072733
-0.97982323,0.10229075,-0.06947291,-0.2450099,0.7348696,0.6076499,0.24449193,0.12799636,0.0,0.0006549243,0.12865128
-0.22352201,-0.5934377,0.40868998,0.32035065,0.21013641,0.33946967,-0.6683748,0.018225173,0.0,0.0003332046,0.018558377
0.052070737,0.6711627,-0.5687012,-0.764999,-0.239456,-0.8934704,0.95663846,1.0450203,0.0,0.00050605927,1.0455264
0.35297227,-0.9522142,-0.2787674,-0.658718,-0.35622394,-0.46763563,-0.7914135,2.3479006,0.0,0.00016059779,2.3480613
